pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,habitability_score,terraformability_score,st_activity,pl_atmos,pl_surf_temp,pl_escape_vel,pl_radiation_flux,ESI,pl_water_probability
Kepler-186 c,1.25,2.1,7.267302,464,3788,0.48,0.47,-0.28,-1.124069461,-1.63374662,1.344,-0.150586966,47.98621108,49.47789682,1,0.371030149,481.2157989,14.51685916,0.010876186,0.168994532,0.329111809
HD 216520 c,3.03,9.44,154.43,912.5307146,5103,0.82,0.76,-0.16,0,-0.96750719,1.028221634,-0.16879674,42.74856524,50.35202462,0.72425,0.119780926,923.461092,19.76890915,0.012208572,0.008440716,0
Kepler-1405 b,3.96,14.9,28.2274184,565,5925,1.05,1.07,0.03,-0.870951867,0.087371909,0.950158147,-0.173298373,44.09704515,57.02386434,0.51875,0.422211245,588.8549354,21.72518903,0.136551576,0.043620131,0
Kepler-1212 b,2.14,5.22,12.94130146,795,6051,1.1,1.15,0.03,-0.294545463,0.087371909,1.13983754,-0.162360262,44.90678564,52.97703335,0.48725,0.160501859,807.7598978,17.49227867,0.288586165,0.017973009,0
Kepler-166 c,2.38,6.26,34.260281,468,5413,0.81,0.74,-0.08,-1.114045002,-0.523347569,1.105147942,-0.164360683,47.33435078,53.84795314,0.64675,0.416585639,487.4962079,18.16421822,0.039986321,0.116710017,0.307304834
Kepler-1216 b,1.39,2.51,4.37034536,1191,5743,0.99,0.98,0.03,0.697875997,0.087371909,1.299104601,-0.153175918,45.19641607,50.26102489,0.56425,0.034170698,1195.06973,15.05038062,0.35066043,0.004128144,0
Kepler-1903 b,2.286,5.85,17.0678997,769,6347,1.05,1,-0.34,-0.359704448,-1.966866336,1.119446683,-0.163536127,44.41694151,53.29575656,0.41325,0.180891967,782.9105923,17.91669261,0.219639504,0.019701319,0
Kepler-1065 c,1.6,3.19,2.37030743,1256,5635,0.94,0.93,-0.01,0.860773459,-0.134707901,1.24609375,-0.156232858,45.84844734,51.08768475,0.59125,0.026885311,1259.376795,15.8144238,0.440110412,0.003043128,0
TOI-2583 A b,14.46,79.4571,4.5207265,1456,5936,1.22,1.48,0.158,1.361996418,0.798027302,0.380010962,-0.206176659,49.19831783,63.23858807,0.516,0.305691129,1500.508628,26.25428717,0.892448905,0.000390587,0
Kepler-1055 b,1.23,2.04,2.29503623,1304,5723,0.98,0.94,-0.02,0.981066969,-0.190227854,1.348403728,-0.150333019,46.20954064,50.80407799,0.56925,0.021810138,1306.844042,14.42382852,0.488780844,0.002911829,0
Kepler-1090 c,3.293,10.9,42.42720032,496,5330,0.87,1.01,0.18,-1.043873788,0.920171197,1.005178143,-0.170125573,45.96589522,55.25668519,0.6675,0.437590533,517.7044904,20.37677295,0.060721876,0.078203495,0.202414964
Kepler-1969 b,1.682,3.47,6.64752007,999,6046,1.11,1.01,0.07,0.216701956,0.309451719,1.22652807,-0.157361139,45.20958079,51.61503608,0.4885,0.073628608,1006.355498,16.08680377,0.345911816,0.008040274,0
Kepler-788 b,2.55,7.04,8.39846269,984,6159,1.16,1.23,0.05,0.179110234,0.198411814,1.082660515,-0.16565745,46.1385559,54.14647041,0.46025,0.088567558,992.7150477,18.60948103,0.472724043,0.006833684,0
Kepler-813 b,2.14,5.22,19.12947337,817,5743,0.95,0.93,-0.13,-0.239410938,-0.800947332,1.13983754,-0.162360262,43.62188492,51.14798179,0.56425,0.147053703,829.0142876,17.49227867,0.118016393,0.016146003,0
Kepler-814 b,2.12,5.14,6.1469851,1164,6162,1.15,1.22,0.01,0.630210897,-0.023667996,1.143645425,-0.162140675,46.85334233,53.74298419,0.4595,0.041974731,1168.885859,17.43940453,0.573748435,0.003685198,0
Kepler-1838 b,1.66,3.4,12.14680004,1097,5877,1.19,1.96,0.04,0.462301206,0.142891861,1.233851067,-0.156938848,48.40427967,54.31709742,0.53075,0.050498442,1102.539679,16.02888958,0.778126431,0.005423147,0
Kepler-406 b,1.43,6.35,2.42629,1302,5538,1.07,1.07,0.18,0.976054739,0.920171197,3.105286322,-0.049020078,46.5466884,55.76943689,0.6155,0.044701615,1307.82015,23.60135115,0.535107131,0.002230257,0
Kepler-790 b,2.18,5.39,13.73469807,634,5208,0.84,0.8,-0.05,-0.698029946,-0.356787712,1.134163791,-0.162687446,43.61543187,51.61764056,0.698,0.260022645,650.4854357,17.61100573,0.073655918,0.042237496,0
Kepler-1229 b,1.4,2.54,86.828989,212,3784,0.54,0.51,-0.06,-1.75561039,-0.412307664,1.295918367,-0.153359656,55.17461533,52.80307989,1,0.61958226,225.1351439,15.08588744,0.00244001,0.388617353,0.78171925
Kepler-21 b,1.639,7.5,2.7858212,2015,6305,1.41,1.9,-0.03,2.76291459,-0.245747806,2.791922484,-0.067090615,38.33300337,48.00593618,0.42375,0.002698995,2015.543847,23.95847536,2.585246286,0.000272461,0
Kepler-49 e,1.56,3.05,18.596108,371,4252,0.55,0.56,0.03,-1.357138137,0.087371909,1.253287311,-0.155818032,53.00910916,51.60934097,0.937,0.469310177,388.4114076,15.6605007,0.013102602,0.312079012,0.651349279
Kepler-1594 b,1.06,1.2,2.71603809,1360,5946,1.06,1.08,0.03,1.121409398,0.087371909,1.067995728,-0.166503114,47.57547756,51.12586312,0.5135,0.015637824,1362.126744,11.91669196,0.671964623,0.002707194,0
Kepler-18 b,2,6.9,3.504725,1165,5345,0.97,1.11,0.19,0.632717012,0.97569115,1.725,-0.1286161,45.48835313,53.15701689,0.66375,0.051649189,1171.01713,20.8030767,0.391042549,0.003458341,0
Kepler-1615 b,2.06,4.9,47.3126192,658,5865,1.04,1.05,0.06,-0.63788319,0.253931767,1.154679989,-0.161504353,43.67873748,52.19581204,0.53375,0.244651219,674.0980502,17.27358385,0.089472421,0.037895145,0
Kepler-137 b,1.47,2.76,8.436387,742,5187,0.85,0.8,0.05,-0.427369547,0.198411814,1.277245592,-0.154436446,43.64539297,49.56654049,0.70325,0.17257646,754.8051733,15.34666087,0.100299127,0.028687998,0
Kepler-1011 b,2.87,8.6,5.75322197,920,5416,0.91,0.88,0.08,0.018718887,0.364971672,1.044082118,-0.167882124,44.03048738,51.79027499,0.646,0.11445968,930.5302906,19.3877004,0.186192592,0.008434773,0
Kepler-1361 b,0.86,0.566,3.57554956,1061,5131,0.83,0.79,0,0.372081073,-0.079187949,0.765278529,-0.183959699,43.86995935,45.24994558,0.71725,0.042714369,1065.531995,9.086089547,0.165980432,0.007529012,0
K2-65 b,1.58,3.12,12.6475,912.5307146,5213,0.87,0.84,-0.34,0,-1.966866336,1.249799712,-0.156019149,43.33728028,48.73605943,0.69675,0.09634319,921.3223266,15.73862458,0.086125058,0.012118459,0
K2-66 b,2.49,21.3,5.06963,1372,5887,1.11,1.67,-0.047,1.151482775,-0.340131726,3.435428461,-0.029981998,49.87697958,64.16850664,0.52825,0.077413392,1382.621117,32.75730398,1.018391485,0.001193237,0
K2-376 b,1.736,3.66,5.776475,912.5307146,5937,0.91,1.15,-0.176,0,-1.056339114,1.214455605,-0.158057313,46.08658234,52.74673319,0.51575,0.101020553,921.7491504,16.26236502,0.457908242,0.011539992,0
Kepler-1979 b,29.33,376.9823739,18.5084526,683,5942,1.03,0.94,-0.06,-0.575230321,-0.412307664,0.438224767,-0.202819683,43.64892871,71.96126058,0.5145,0.999999965,751.2999976,40.15341743,0.141241636,0.004409994,0
WASP-28 b,13.664,282.54945,3.40883495,1456,6084,0.99,1.08,-0.2,1.361996418,-1.189587,1.513347834,-0.1408213,47.2530832,78.79618868,0.479,0.999937587,1601.590913,50.93031111,0.633028894,0.000207831,0
WASP-55 b,14.908,193.8763,4.46563,1300,5900,1.11,1.09,-0.2,0.97104251,-1.189587,0.872340337,-0.177785839,46.08521555,73.96156753,0.525,0.996565752,1429.553548,40.38970602,0.476316619,0.000384949,0
Kepler-1656 c,14,126.4,1919,912.5307146,5569,1.03,1.1,0.19,0,0.97569115,0.644897959,-0.190901603,42.63189684,67.74739886,0.60775,0.97728597,1001.711061,33.65329107,0.00676188,0.002171413,0
Kepler-302 c,12.45,376.9823739,127.282184,392,5740,1.02,1.22,0.16,-1.304509727,0.809131292,2.43210512,-0.087839955,48.49323341,79.19618624,0.565,0.999999994,431.1999998,61.63024148,0.05728998,0.042825953,0.502777779
NGTS-12 b,11.747,66.10864,7.532806,1257,5690,1.02,1.59,-0.03,0.863279573,-0.245747806,0.479075857,-0.200463952,47.15403264,61.54474461,0.5775,0.337524552,1299.426836,26.5695164,0.618721644,0.000843268,0
K2-198 b,4.189,16.3,17.0428683,715.8,5212.9,0.8,0.76,0.094,-0.493029755,0.442699605,0.928895553,-0.174524508,43.19691844,54.12837931,0.696775,0.291339702,736.6540959,22.09309931,0.057783807,0.017686883,0
K2-217 b,3.579,12.5,14.074524,912.5307146,5967,1.1,1.33,0.04,0,0.142891861,0.975857976,-0.171816359,45.19818074,54.75039807,0.50825,0.14015352,925.3201538,20.93110614,0.345139612,0.007583124,0
K2-36 c,3.2,7.9,5.340888,854,4916,0.79,0.72,-0.047,-0.14668469,-0.340131726,0.771484375,-0.183601831,43.34940679,49.70369849,0.771,0.127443455,864.883671,17.59772713,0.088905104,0.011438058,0
TOI-6255 b,1.079,1.44,0.23818244,1256.456716,3421,0.35,0.37,-0.14,0.86191804,-0.856467285,1.236857317,-0.156765489,42.92296806,44.60245628,1,0.022692438,1259.307922,12.93863753,0.043782353,0.00374114,0
M62H b,5.736252785,785.03617,0.13293503,912.5307146,5412.39249,1.4,,0.014262971,0,-3.37E-16,23.85794889,1.147709454,42.57425805,93.64986385,0.646901878,1,1003.783786,131.0233549,0,0.001514261,0
GJ 328 b,13.3,797.7493,3771,912.5307146,3897,0.65,0.63,-0.06,0,-0.412307664,4.509860931,0.031976561,42.57388259,85.00413831,1,1,1003.783786,86.74119842,0.000338991,0.001280152,0
HD 23472 e,0.818,0.72,7.90754,723,4684,0.67,0.71,-0.2,-0.474985729,-1.189587,1.07603374,-0.166039592,43.41806513,45.99419706,0.829,0.157229272,734.3676764,10.50769889,0.054850404,0.037461437,0
HD 207496 b,2.25,6.1,6.441008,743,4819,0.8,0.77,0.095,-0.424863433,0.448251601,1.204938272,-0.158606143,43.43987169,50.75135636,0.79525,0.190838884,757.1793291,18.44130629,0.08286983,0.022424966,0
GJ 649 b,10.8,81.99973,600.1,912.5307146,3734,0.51,0.5,-0.15,0,-0.911987237,0.703015518,-0.187550177,42.59420201,62.82581579,1,0.814688599,986.8735516,30.86116781,0.000612884,0.002777935,0
KOI-984 c,14.1,209.8,21.512,597,5295,0.93,0.82,0.12,-0.790756193,0.587051482,1.05527891,-0.167236446,43.1376031,72.05420454,0.67625,0.999908888,656.6945606,43.20273172,0.061309469,0.010735956,0
Kepler-274 c,1.84,4.04,33.197861,678,6023,0.88,1.01,-0.211,-0.587760895,-1.250658948,1.193289225,-0.1592779,43.85586063,52.02547561,0.49425,0.226030376,693.3248595,16.59586119,0.116603248,0.036010172,0
Kepler-830 b,1.7,3.53,11.29695137,907,6037,1.07,1.11,-0.02,-0.013860606,-0.190227854,1.221453287,-0.157653783,44.85505618,51.59137411,0.49075,0.103102864,916.3514297,16.13915954,0.291639495,0.011958816,0
Kepler-43 b,13.664,1026.5909,3.0240949,1620,6041,1.32,1.42,0.33,1.772999245,1.752970486,5.498468021,0.088985887,48.86021248,90.87112196,0.48975,1,1782,97.07956041,1.152139159,8.47E-05,0
Kepler-824 b,1.87,4.16,4.51436633,1231,6035,1.15,1.22,0.14,0.798120589,0.698091387,1.189625097,-0.159489197,47.40463412,53.64295364,0.49125,0.031147981,1234.834316,16.70490017,0.648516072,0.003074308,0
TOI-2088 b,3.683,37,124.72997,300.333929,5081,0.9,0.85,0.339,-1.534235424,1.802938443,2.727710568,-0.070793479,54.41059982,67.37805784,0.72975,0.912218394,327.7309425,35.4991558,0.017306554,0.253747291,0.862045339
Kepler-1131 b,1.59,3.15,3.53232449,1159,5851,1.03,1.04,0.05,0.617680323,0.198411814,1.245995016,-0.156238552,46.23924546,51.86591047,0.53725,0.039462147,1163.573663,15.76430168,0.490346628,0.004362373,0
Kepler-850 b,1.78,3.82,7.19303878,995,5932,1.06,1.09,0.03,0.206677496,0.087371909,1.205655852,-0.158564763,45.27014836,51.71356432,0.517,0.075111241,1002.473568,16.40739762,0.354219512,0.007945381,0
Kepler-1134 b,2.64,7.46,17.13263989,611,5281,0.84,0.81,-0.1,-0.755670586,-0.634387474,1.070362718,-0.166366619,43.59222653,52.73032804,0.67975,0.296120401,629.0929565,18.82718859,0.06889299,0.043207941,0
Kepler-838 b,2.73,7.9,15.74957994,777,5770,0.98,0.96,-0.06,-0.33965553,-0.412307664,1.059990071,-0.166964771,43.83897897,52.63585669,0.5575,0.184447191,791.3315468,19.0524243,0.145866732,0.017080785,0
Kepler-816 b,10.24,74.5,10.50682565,668,5286,0.9,0.85,0.16,-0.612822043,0.809131292,0.710487366,-0.187119303,43.45717769,65.65594272,0.6785,0.895710466,727.8334591,30.20968388,0.105500695,0.010255112,0
TOI-2084 b,2.47,6.66,6.0784247,527,3551,0.45,0.48,-0.13,-0.966184229,-0.800947332,1.091642217,-0.165139508,44.61624212,51.12030295,1,0.348075957,545.3436029,18.39105574,0.009868421,0.076545477,0.106445823
TOI-4527.01,0.909,0.689,0.3994445,1362.926593,3702,0.48,0.49,0.014262971,1.128743776,-3.37E-16,0.833856763,-0.180005045,43.13536911,43.1382476,1,0.012778891,1364.668262,9.750922215,0.074597345,0.002581079,0
Kepler-827 b,5.63,27,51.92927591,574,5602,0.93,0.91,-0.06,-0.848396834,-0.412307664,0.851818317,-0.178969268,43.32681119,58.96509293,0.5995,0.552220252,605.6974424,24.52707208,0.052569867,0.031398882,0
Kepler-819 b,2.76,8.05,33.1995648,485,5279,0.86,0.81,-0.06,-1.071441051,-0.412307664,1.056763285,-0.167150848,46.47915267,54.19281109,0.68025,0.416654811,505.2077583,19.12764143,0.044256623,0.09466618,0.245806395
K2-129 b,1.04,1.12,8.239493,912.5307146,3459.09,0.36,0.36,0.014262971,0,-3.37E-16,1.035502959,-0.168376852,42.77744046,44.34701001,1,0.078458935,919.6903335,11.62278929,0.004080769,0.015676845,0
Kepler-443 b,2.33,6.04,177.6693,233,4723,0.74,0.71,-0.01,-1.70298198,-0.134707901,1.11256424,-0.163933013,56.14977887,55.40765024,0.81925,0.636433861,247.828909,18.03260757,0.00712093,0.401799768,0.860517045
Kepler-305 c,3.3,6,8.291,728,5080,0.76,0.8,0.09,-0.462455155,0.420491624,0.550964187,-0.196318417,43.52097541,49.24910789,0.73,0.171830297,740.5092456,15.10207692,0.093351234,0.022736644,0
Kepler-829 b,2.11,5.1,6.88337562,857,5698,0.98,0.97,0.03,-0.139166346,0.087371909,1.14552683,-0.162032181,44.53427953,51.76449868,0.5755,0.127367049,867.9153561,17.41253022,0.245917132,0.013437798,0
Kepler-832 b,2.06,4.9,7.1396941,965,5596,0.92,0.9,-0.08,0.131494052,-0.523347569,1.154679989,-0.161504353,44.0740853,50.64308964,0.601,0.085583316,973.25879,17.27358385,0.192205564,0.008364885,0
Kepler-47 c,4.65,3.17,303.227,912.5307146,5636,0.96,0.94,-0.25,0,-1.467186763,0.146606544,-0.219636231,42.78738371,45.22505857,0.591,0.072706395,919.1653965,9.247432657,0.017722198,0.008304376,0
Kepler-1091 b,1.46,2.73,1.43474156,1664,5851,1.01,1.03,0,1.883268296,-0.079187949,1.280728092,-0.154235623,49.08798976,54.10616674,0.53725,0.005363655,1664.892512,15.31520866,0.876938033,0.000868267,0
Kepler-821 b,1.31,2.27,1.92279873,1215,5191,0.84,0.8,-0.03,0.758022752,-0.245747806,1.322766739,-0.151811409,44.59211385,48.76014717,0.70225,0.03017447,1218.666198,14.74332039,0.26964025,0.003886032,0
Kepler-83 c,2.36,11.4,20.09,362,4082,0.66,0.61,-0.2,-1.379693171,-1.189587,2.046825625,-0.110057603,52.03208567,57.89398039,0.9795,0.636486712,385.040819,24.6158279,0.012542619,0.224688708,0.663052712
Kepler-187 b,1.41,2.57,4.938864,1244,6105,1.08,1.29,-0.04,0.830700081,-0.301267759,1.292691515,-0.153545737,47.90703206,53.4043138,0.47375,0.028347964,1247.526487,15.12080901,0.715144658,0.003377872,0
Kepler-823 b,1.57,3.09,4.16809082,1277,5643,0.98,0.96,0.06,0.913401869,0.253931767,1.253600552,-0.155799968,44.9805679,50.14695531,0.58925,0.024716195,1280.156258,15.71257762,0.323728599,0.002851117,0
Kepler-1094 b,3.18,10.2,78.1000231,480,6112,1.14,1.21,0.06,-1.083971625,0.253931767,1.008662632,-0.169924635,46.94881563,56.56713054,0.472,0.454674469,501.8243745,20.05878154,0.100329011,0.089360767,0.257554255
Kepler-1138 b,1.7,3.53,3.17060005,1080,5582,0.95,0.92,0.04,0.419697254,0.142891861,1.221453287,-0.157653783,45.14910639,50.77476362,0.6045,0.053253693,1085.751399,16.13915954,0.341609961,0.005738042,0
Kepler-1152 b,0.87,0.59,1.64680191,806,3964,0.55,0.53,-0.25,-0.2669782,-1.467186763,0.77949531,-0.18313987,43.17595399,43.7935688,1,0.105208051,814.4797689,9.223258955,0.044621955,0.023875103,0
Kepler-1176 b,2.45,6.57,24.1738579,595,5844,1.01,1.02,-0.01,-0.795768423,-0.134707901,1.09454394,-0.164972177,44.12453196,53.79093522,0.539,0.307690901,613.3076086,18.34077425,0.130226803,0.049644875,0
Kepler-771 b,1.82,3.97,8.73485836,890,5906,1.03,1.05,0.01,-0.056464557,-0.023667996,1.198526748,-0.158975872,44.80288569,51.6608513,0.5235,0.110401946,899.8257732,16.54160256,0.283751592,0.012472795,0
Kepler-941 b,3.08,9.69,17.42395198,722,5539,0.89,0.86,-0.15,-0.477491843,-0.911987237,1.021462304,-0.169186525,43.49724775,52.94341644,0.61525,0.231455416,738.711081,19.86573111,0.092935385,0.021055402,0
Kepler-951 b,5.59,26.7,71.52530845,340,4834,0.77,0.73,-0.01,-1.434827696,-0.134707901,0.854451951,-0.178817397,52.18428039,60.11532615,0.7915,0.748952911,365.464399,24.4775389,0.015151501,0.180941705,0.731026392
Kepler-1153 b,1.73,3.64,1.75583533,1343,5470,0.91,0.88,0.03,1.078805446,0.087371909,1.216211701,-0.157956046,45.74272788,50.90617351,0.6325,0.019234337,1345.583171,16.2459706,0.427381098,0.002162929,0
Kepler-1178 b,1.07,1.24,31.80634,378,4990,0.8,0.75,-0.05,-1.339595334,-0.356787712,1.083064023,-0.165634181,53.66226791,50.4553612,0.7525,0.436450356,394.4978234,12.05693658,0.031170141,0.370632266,0.630215891
Kepler-1247 b,2.33,6.04,13.71220213,676,5303,0.86,0.82,-0.05,-0.592773124,-0.356787712,1.11256424,-0.163933013,43.56072363,51.70022039,0.67425,0.234498725,691.8521138,18.03260757,0.083278442,0.032014143,0
Kepler-267 b,1.98,37.9,3.353728,615,4258,0.54,0.56,-0.18,-0.745646127,-1.078547095,9.66738088,0.32939172,43.13804029,72.81214497,0.9355,0.959616571,674.0164191,49.00101009,0.04127971,0.022789458,0
Kepler-1149 b,1.44,2.67,3.73089898,1128,5833,1.02,1.01,0.02,0.539990765,0.031851956,1.287615741,-0.153838438,45.87712264,51.26866091,0.54175,0.043916075,1132.953733,15.25079233,0.440444823,0.00515232,0
Kepler-1154 b,2.34,6.08,5.1856142,1314,6327,1.26,1.43,0.04,1.006128117,0.142891861,1.110380598,-0.164058935,49.88546945,57.05494925,0.41825,0.024541649,1317.224773,18.05351967,0.981340662,0.002033143,0
Kepler-450 d,0.837,17.6,7.51464,1199,6197.21,1.19,1.64,0.128,0.717924915,0.631467444,25.12243619,1.220627774,49.47696334,80.37854742,0.4506975,0.989549411,1317.646974,51.35841681,0.927734296,0.001514963,0
Kepler-1151 b,2.22,5.56,65.6478424,485,5470,0.88,0.85,-0.11,-1.071441051,-0.689907427,1.128155182,-0.16303394,46.61522677,53.38852785,0.6325,0.394113569,504.1145081,17.72470155,0.035661261,0.107724687,0.249602402
K2-228 b,1.21,1.92,2.69828,914,4715,0.71,0.65,-0.25,0.003682198,-1.467186763,1.311385834,-0.152467704,43.43518553,47.30336892,0.82125,0.090229639,922.246989,14.10834112,0.096661161,0.013768702,0
K2-386 b,2.32,5.99,7.473223,912.5307146,5749,0.91,0.97,0.074,0,0.3316597,1.112886445,-0.163914432,44.45564916,51.84545357,0.56275,0.108195523,922.4038884,17.99647475,0.241248113,0.009871588,0
TOI-5398 c,3.52,11.8,4.77271,1242,6000,1.15,1.05,0.09,0.825687852,0.420491624,0.952350207,-0.173171965,45.92675236,54.13819964,0.5,0.040221728,1246.995539,20.50631832,0.452234217,0.002075915,0
TOI-1416 b,1.62,3.48,1.0697568,1517,4884,0.8,0.79,0.08,1.514869421,0.364971672,1.326017375,-0.151623957,44.81885136,49.21772207,0.779,0.009641457,1518.462609,16.41534964,0.30459536,0.001257695,0
TOI-5803 b,3.273,10.7,5.38305,678.87,5134,0.87,0.76,0.014262971,-0.585580575,-3.37E-16,0.998830435,-0.170491622,43.73246012,53.26885571,0.7165,0.268130019,697.0725426,20.250554,0.117216356,0.025615803,0
TOI-1670 b,2.06,41.31769,10.98462,1062,6170,1.21,1.32,0.09,0.374587188,0.420491624,9.736471392,0.333375915,45.97656322,76.31164757,0.4575,0.841218971,1151.337455,50.15941109,0.458481353,0.002338798,0
TOI-6651 b,5.09,61,5.056973,1493,5818.9,1.32,1.72,0.225,1.454722666,1.170010984,2.354476013,-0.09231654,49.75969376,68.20519736,0.545275,0.21337303,1524.856593,38.77252182,1.032880065,0.000503392,0
HIP 113103 b,1.829,4,7.610303,721,4930,0.76,0.74,-0.1,-0.479997958,-0.634387474,1.195728499,-0.159137236,43.45906485,49.86481527,0.7675,0.18865377,734.6019368,16.56308252,0.075013541,0.028701006,0
EPIC 201754305 d,1.03,1.08,2.71578,912.5307146,4761,0.67,0.54,-0.33,0,-1.911346383,1.018003582,-0.169385977,43.25652337,45.72290431,0.80975,0.080714998,919.8962062,11.4686233,0.069056894,0.015780565,0
Kepler-1154 c,2.36,6.17,8.45808312,1117,6327,1.26,1.43,0.04,0.512423502,0.142891861,1.107799483,-0.164207778,47.86496625,55.41149966,0.41825,0.052609724,1122.876506,18.10942259,0.708226159,0.00415768,0
Kepler-846 b,2.48,6.71,19.80792185,624,5579,0.94,0.91,0,-0.723091094,-0.079187949,1.090985952,-0.165177353,43.7883274,52.94486629,0.60525,0.282062424,641.6006953,18.42270689,0.098319306,0.041494119,0
GJ 273 c,1.06,1.18,4.7234,912.5307146,3382,0.29,0.29,0.09,0,0.420491624,1.050195799,-0.167529571,42.77098839,44.44525922,1,0.078996221,919.7393625,11.81696893,0.003506526,0.015494215,0
Kepler-871 b,3.74,13.5,22.0459018,640,5993,1.11,1.14,0.09,-0.682993257,0.420491624,0.965140553,-0.172434393,44.32153443,56.24762749,0.50175,0.337197592,661.5806459,21.27889668,0.191304308,0.028971827,0
Kepler-967 c,3.65,12.9,198.7112502,258,5178,0.84,0.8,-0.03,-1.64032911,-0.245747806,0.968286733,-0.172252964,57.40277355,58.09670498,0.7055,0.686194128,275.7038085,21.05554299,0.012121872,0.423489919,0.957304891
Kepler-321 b,1.77,3.78,4.915379,1042,5740,1.02,1.19,0.121,0.324464892,0.592603477,1.206549842,-0.158513209,46.16757699,52.21511876,0.565,0.062383801,1048.500392,16.3673093,0.477082335,0.006554221,0
WASP-74 b,15.244,228.8376,2.13775,1926,5990,0.98,1.42,0.39,2.539870373,2.086090201,0.984757969,-0.171303129,46.97837361,75.82002589,0.5025,0.992985993,2117.249102,43.39425581,1.403468119,5.58E-05,0
WASP-66 b,15.693,746.9005,4.08605,1569.696229,6600,1.33,1.76,-0.31,1.64693222,-1.800306478,3.032849088,-0.053197266,42.09372722,83.9749943,0.35,1,1726.665852,77.26741986,2.063265628,0.000105408,0
TOI-1298 b,9.658,99,4.537143,1278.003846,5752,1.22,1.45,0.397,0.915917623,2.124954168,1.061355299,-0.166886043,48.15937411,71.14685067,0.562,0.743452531,1373.017365,35.85849181,0.753436032,0.00062174,0
TOI-1439 b,4.243,38.5,27.644,748.3984292,5841,1.23,1.62,0.226,-0.411334349,1.175562979,2.138526646,-0.104769543,44.8971633,66.06512535,0.53975,0.618931222,794.7191446,33.7374203,0.299779167,0.010479334,0
TOI-1898 b,9.396,129,45.52234,674.5406854,6241,1.25,1.61,-0.095,-0.596430334,-0.606627498,1.461179916,-0.143829632,44.70056478,73.53807009,0.43975,0.994072698,741.5949333,41.49935758,0.276742131,0.008401603,0
